chr	pos	fst	stat
Chr07	10425000	0.163957	2.mid	
Chr07	10475000	0.141316	2.mid	
Chr07	10525000	0.214339	2.mid	
Chr07	10575000	0.141624	1.low	
Chr07	10625000	0.150940	1.low	
Chr07	10675000	0.120249	1.low	
Chr07	10725000	0.196629	1.low	
Chr07	10775000	0.112715	1.low	
Chr07	10825000	0.135558	1.low	
Chr07	10875000	0.142541	1.low	
Chr07	10925000	0.132878	1.low	
Chr07	10975000	0.195537	1.low	
Chr07	11025000	0.152582	1.low	
Chr07	11075000	0.178508	1.low	
Chr07	11125000	0.152441	1.low	
Chr07	11175000	0.182974	1.low	
Chr07	11225000	0.178363	1.low	
Chr07	11275000	0.123406	1.low	
Chr07	11325000	0.276342	2.mid	
Chr07	11375000	0.126871	2.mid	
Chr07	11425000	0.133833	2.mid	
Chr07	11475000	0.185216	2.mid	
Chr07	11525000	0.253928	2.mid	
Chr07	11575000	0.149853	2.mid	
Chr07	11625000	0.206700	2.mid	
Chr07	11675000	0.299770	2.mid	
Chr07	11725000	0.174195	2.mid	
Chr07	11775000	0.151425	2.mid	
Chr07	11825000	0.235352	2.mid	
Chr07	11875000	0.207587	2.mid	
Chr07	11925000	0.137032	1.low	
Chr07	11975000	0.158823	1.low	
Chr07	12025000	0.122773	1.low	
Chr07	12075000	0.172767	1.low	
Chr07	12125000	0.212891	1.low	
Chr07	12175000	0.128945	1.low	
Chr07	12225000	0.114089	1.low	
Chr07	12275000	0.198394	2.mid	
Chr07	12325000	0.184207	2.mid	
Chr07	12375000	0.194219	2.mid	
Chr07	12425000	0.192874	2.mid	
Chr07	12475000	0.194926	2.mid	
Chr07	12525000	0.307238	2.mid	
Chr07	12575000	0.232112	2.mid	
Chr07	12625000	0.320049	2.mid	
Chr07	12675000	0.181782	2.mid	
Chr07	12725000	0.137494	2.mid	
Chr07	12775000	0.217433	2.mid	
Chr07	12825000	0.165580	2.mid	
Chr07	12875000	0.232479	2.mid	
Chr07	12925000	0.218340	2.mid	
Chr07	12975000	0.153259	2.mid	
Chr07	13025000	0.151238	2.mid	
Chr07	13075000	0.117226	2.mid	
Chr07	13125000	0.231485	2.mid	
Chr07	13175000	0.179357	2.mid	
Chr07	13225000	0.201137	2.mid	
Chr07	13275000	0.203457	2.mid	
Chr07	13325000	0.294252	2.mid	
Chr07	13375000	0.167202	1.low	
Chr07	13425000	0.122884	1.low	
Chr07	13475000	0.154966	1.low	
Chr07	13525000	0.116585	1.low	
Chr07	13575000	0.210088	1.low	
Chr07	13625000	0.178710	1.low	
Chr07	13675000	0.201981	1.low	
Chr07	13725000	0.112875	1.low	
Chr07	13775000	0.184416	1.low	
Chr07	13825000	0.142090	1.low	
Chr07	13875000	0.193743	1.low	
Chr07	13925000	0.132586	1.low	
Chr07	13975000	0.148709	1.low	
Chr07	14025000	0.157702	1.low	
Chr07	14075000	0.177146	2.mid	
Chr07	14125000	0.218369	2.mid	
Chr07	14175000	0.208122	2.mid	
Chr07	14225000	0.078117	2.mid	
Chr07	14275000	0.239929	2.mid	
Chr07	14325000	0.190747	2.mid	
Chr07	14375000	0.185902	2.mid	
Chr07	14425000	0.395908	3.high	
Chr07	14475000	0.174189	2.mid	
Chr07	14525000	0.154622	1.low	
Chr07	14575000	0.108913	1.low	
Chr07	14625000	0.142612	1.low	
Chr07	14675000	0.135432	1.low	
Chr07	14725000	0.191543	2.mid	
Chr07	14775000	0.183304	2.mid	
Chr07	14825000	0.204821	2.mid	
Chr07	14875000	0.216145	2.mid	
Chr07	14925000	0.149867	2.mid	
Chr07	14975000	0.174170	2.mid	
Chr07	15025000	0.182944	2.mid	
Chr07	15075000	0.178901	2.mid	
Chr07	15125000	0.255639	2.mid	
Chr07	15175000	0.125197	1.low	
Chr07	15225000	0.153679	1.low	
Chr07	15275000	0.112105	1.low	
Chr07	15325000	0.067540	1.low	
Chr07	15375000	0.188317	2.mid	
Chr07	15425000	0.383340	3.high	
Chr07	15475000	0.512857	3.high	
Chr07	15525000	0.457788	3.high	
Chr07	15575000	0.437890	3.high	
Chr08	75000	0.173868	2.mid	
Chr08	125000	0.241719	2.mid	
Chr08	175000	0.275548	2.mid	
Chr08	225000	0.204033	2.mid	
Chr08	275000	0.273949	2.mid	
Chr08	325000	0.075234	1.low	
Chr08	375000	0.185865	1.low	
Chr08	425000	0.189792	1.low	
Chr08	475000	0.144568	1.low	
Chr08	525000	0.152489	1.low	
Chr08	575000	0.122249	1.low	
Chr08	625000	0.101639	1.low	
Chr08	675000	0.185085	1.low	
Chr08	725000	0.136975	1.low	
Chr08	775000	0.114993	1.low	
Chr08	825000	0.130383	1.low	
Chr08	875000	0.161511	1.low	
Chr08	925000	0.239378	2.mid	
Chr08	975000	0.343648	3.high	
Chr08	1025000	0.428226	3.high	
Chr08	1075000	0.347030	3.high	
Chr08	1125000	0.430290	3.high	
Chr08	1175000	0.335470	3.high	
Chr08	1225000	0.229812	2.mid	
Chr08	1275000	0.220275	2.mid	
Chr08	1325000	0.229188	2.mid	
Chr08	1375000	0.256533	2.mid	
Chr08	1425000	0.110670	1.low	
Chr08	1475000	0.128532	1.low	
Chr08	1525000	0.126655	1.low	
Chr08	1575000	0.123348	1.low	
Chr08	1625000	0.142939	1.low	
Chr08	1675000	0.214370	2.mid	
Chr08	1725000	0.203195	2.mid	
Chr08	1775000	0.165904	2.mid	
Chr08	1825000	0.200390	2.mid	
Chr08	1875000	0.144351	2.mid	
Chr08	1925000	0.148510	2.mid	
Chr08	1975000	0.105790	2.mid	
Chr08	2025000	0.560222	3.high	
Chr08	2075000	0.462593	3.high	
Chr08	2125000	0.397348	3.high	
Chr08	2175000	0.164363	2.mid	
Chr08	2225000	0.228438	2.mid	
Chr08	2275000	0.160361	2.mid	
Chr08	2325000	0.305865	2.mid	
Chr08	2375000	0.274073	2.mid	
Chr08	2425000	0.190235	2.mid	
Chr08	2475000	0.234899	2.mid	
Chr08	2525000	0.206180	2.mid	
Chr08	2575000	0.302477	2.mid	
Chr08	2625000	0.263595	2.mid	
Chr08	2675000	0.209789	2.mid	
Chr08	2725000	0.268035	2.mid	
Chr08	2775000	0.173596	2.mid	
Chr08	2825000	0.111977	2.mid	
Chr08	2875000	0.255003	2.mid	
Chr08	2925000	0.319501	2.mid	
Chr08	2975000	0.233140	2.mid	
Chr08	3025000	0.177838	2.mid	
Chr08	3075000	0.235786	2.mid	
Chr08	3125000	0.230385	2.mid	
Chr08	3175000	0.387922	3.high	
Chr08	3225000	0.270546	3.high	
Chr08	3275000	0.300828	3.high	
Chr08	3325000	0.348010	3.high	
Chr08	3375000	0.338000	3.high	
Chr08	3425000	0.310685	3.high	
Chr08	3475000	0.284471	3.high	
Chr08	3525000	0.313929	3.high	
Chr08	3575000	0.221670	3.high	
Chr08	3625000	0.215437	3.high	
Chr08	3675000	0.366502	3.high	
Chr08	3725000	0.266910	3.high	
Chr08	3775000	0.333199	3.high	
Chr08	3825000	0.194151	2.mid	
Chr08	3875000	0.188364	2.mid	
Chr08	3925000	0.265652	2.mid	
Chr08	3975000	0.266990	2.mid	
Chr08	4025000	0.283493	2.mid	
Chr08	4075000	0.264437	2.mid	
Chr08	4125000	0.275794	2.mid	
Chr08	4175000	0.165792	2.mid	
Chr08	4225000	0.187509	2.mid	
Chr08	4275000	0.149392	2.mid	
Chr08	4325000	0.359426	3.high	
Chr08	4375000	0.289429	3.high	
Chr08	4425000	0.190347	2.mid	
Chr08	4475000	0.245260	2.mid	
Chr08	4525000	0.168536	2.mid	
Chr08	4575000	0.185283	2.mid	
Chr08	4625000	0.255969	2.mid	
Chr08	4675000	0.366186	3.high	
Chr08	4725000	0.339230	3.high	
Chr08	4775000	0.353762	3.high	
Chr08	4825000	0.317686	3.high	
Chr08	4875000	0.146144	2.mid	
Chr08	4925000	0.188947	2.mid	
Chr08	4975000	0.244354	2.mid	
Chr08	5025000	0.198745	2.mid	
Chr08	5075000	0.209850	2.mid	
Chr08	5125000	0.350442	3.high	
Chr08	5175000	0.339343	3.high	
Chr08	5225000	0.237048	2.mid	
Chr08	5275000	0.193783	2.mid	
Chr08	5325000	0.220340	2.mid	
Chr08	5375000	0.181769	2.mid	
Chr08	5425000	0.171434	2.mid	
Chr08	5475000	0.280298	2.mid	
Chr08	5525000	0.111693	1.low	
Chr08	5575000	0.130256	1.low	
Chr08	5625000	0.082723	1.low	
Chr08	5675000	0.124202	1.low	
Chr08	5725000	0.215860	2.mid	
Chr08	5775000	0.164883	2.mid	
Chr08	5825000	0.288324	2.mid	
Chr08	5875000	0.222915	2.mid	
Chr08	5925000	0.208975	2.mid	
Chr08	5975000	0.231889	2.mid	
Chr08	6025000	0.202951	2.mid	
Chr08	6075000	0.178306	2.mid	
Chr08	6125000	0.237239	2.mid	
Chr08	6175000	0.267799	2.mid	
Chr08	6225000	0.157568	1.low	
Chr08	6275000	0.129568	1.low	
Chr08	6325000	0.084848	1.low	
Chr08	6375000	0.125740	1.low	
Chr08	6425000	0.238713	2.mid	
Chr08	6475000	0.356399	3.high	
Chr08	6525000	0.225581	2.mid	
Chr08	6575000	0.239469	2.mid	
Chr08	6625000	0.211673	2.mid	
Chr08	6675000	0.125171	2.mid	
Chr08	6725000	0.129876	2.mid	
Chr08	6775000	0.180698	2.mid	
Chr08	6825000	0.255401	2.mid	
Chr08	6875000	0.271997	2.mid	
Chr08	6925000	0.154020	2.mid	
Chr08	6975000	0.116018	2.mid	
Chr08	7025000	0.238513	2.mid	
Chr08	7075000	0.234230	2.mid	
Chr08	7125000	0.311860	2.mid	
Chr08	7175000	0.223523	2.mid	
Chr08	7225000	0.163739	2.mid	
Chr08	7275000	0.305222	3.high	
Chr08	7325000	0.375018	3.high	
Chr08	7375000	0.470090	3.high	
Chr08	7425000	0.384823	3.high	
Chr08	7475000	0.391680	3.high	
Chr08	7525000	0.267649	3.high	
Chr08	7575000	0.295699	3.high	
Chr08	7625000	0.326808	3.high	
Chr08	7675000	0.227965	2.mid	
Chr08	7725000	0.195742	2.mid	
Chr08	7775000	0.283274	2.mid	
Chr08	7825000	0.194632	2.mid	
Chr08	7875000	0.221530	2.mid	
Chr08	7925000	0.282363	2.mid	
Chr08	7975000	0.234396	2.mid	
Chr08	8025000	0.222143	2.mid	
Chr08	8075000	0.349738	3.high	
Chr08	8125000	0.338692	3.high	
Chr08	8175000	0.304849	3.high	
Chr08	8225000	0.124694	2.mid	
Chr08	8275000	0.120181	2.mid	
Chr08	8325000	0.235624	2.mid	
Chr08	8375000	0.183812	2.mid	
Chr08	8425000	0.292676	2.mid	
Chr08	8475000	0.229135	2.mid	
Chr08	8525000	0.183364	2.mid	
Chr08	8575000	0.164331	2.mid	
Chr08	8625000	0.298580	2.mid	
Chr08	8675000	0.212840	2.mid	
Chr08	8725000	0.115103	2.mid	
Chr08	8775000	0.158123	2.mid	
Chr08	8825000	0.204299	2.mid	
Chr08	8875000	0.260601	2.mid	
Chr08	8925000	0.427818	3.high	
Chr08	8975000	0.278599	3.high	
Chr08	9025000	0.164566	2.mid	
Chr08	9075000	0.204943	2.mid	
Chr08	9125000	0.488943	3.high	
Chr08	9175000	0.354107	3.high	
Chr08	9225000	0.199623	2.mid	
Chr08	9275000	0.173388	1.low	
Chr08	9325000	0.168022	1.low	
Chr08	9375000	0.113361	1.low	
Chr08	9425000	0.174028	1.low	
Chr08	9475000	0.120845	1.low	
Chr08	9525000	0.249345	2.mid	
Chr08	9575000	0.191920	2.mid	
Chr08	9625000	0.118531	2.mid	
Chr08	9675000	0.346651	3.high	
Chr08	9725000	0.339110	3.high	
Chr08	9775000	0.226221	3.high	
Chr08	9825000	0.308425	3.high	
Chr08	9875000	0.203640	2.mid	
Chr08	9925000	0.207211	2.mid	
Chr08	9975000	0.185490	2.mid	
Chr08	10025000	0.133597	2.mid	
Chr08	10075000	0.237172	2.mid	
Chr08	10125000	0.222529	2.mid	
Chr08	10175000	0.147129	2.mid	
Chr08	10225000	0.182802	2.mid	
Chr08	10275000	0.126212	2.mid	
Chr08	10325000	0.207668	2.mid	
Chr08	10375000	0.241928	2.mid	
Chr08	10425000	0.307356	2.mid	
Chr08	10475000	0.190890	2.mid	
Chr08	10525000	0.217643	2.mid	
Chr08	10575000	0.170807	2.mid	
Chr08	10625000	0.219517	2.mid	
Chr08	10675000	0.244798	2.mid	
Chr08	10725000	0.283490	3.high	
Chr08	10775000	0.399499	3.high	
Chr08	10825000	0.432884	3.high	
Chr08	10875000	0.222140	2.mid	
Chr08	10925000	0.149908	2.mid	
Chr08	10975000	0.196529	2.mid	
Chr08	11025000	0.123938	1.low	
Chr08	11075000	0.109773	1.low	
Chr08	11125000	0.131626	1.low	
Chr08	11175000	0.168642	1.low	
Chr08	11225000	0.266214	2.mid	
Chr08	11275000	0.275939	2.mid	
Chr08	11325000	0.210009	2.mid	
Chr08	11375000	0.182227	2.mid	
Chr08	11425000	0.246409	2.mid	
Chr08	11475000	0.292968	2.mid	
Chr08	11525000	0.236381	2.mid	
Chr08	11575000	0.223125	2.mid	
Chr08	11625000	0.208679	2.mid	
Chr08	11675000	0.234884	2.mid	
Chr08	11725000	0.162442	2.mid	
Chr08	11775000	0.221002	2.mid	
Chr08	11825000	0.164925	2.mid	
Chr08	11875000	0.152333	2.mid	
Chr08	11925000	0.220117	2.mid	
Chr08	11975000	0.171598	2.mid	
Chr08	12025000	0.302058	2.mid	
Chr08	12075000	0.151117	2.mid	
Chr08	12125000	0.287781	2.mid	
Chr08	12175000	0.301513	2.mid	
Chr08	12225000	0.185201	2.mid	
Chr08	12275000	0.315068	2.mid	
Chr08	12325000	0.154608	2.mid	
Chr08	12375000	0.218409	2.mid	
Chr08	12425000	0.189113	2.mid	
Chr08	12475000	0.192951	2.mid	
Chr08	12525000	0.207047	2.mid	
Chr08	12575000	0.174004	2.mid	
Chr08	12625000	0.169775	2.mid	
Chr08	12675000	0.113873	2.mid	
Chr08	12725000	0.151193	2.mid	
Chr08	12775000	0.207157	2.mid	
Chr08	12825000	0.293316	2.mid	
Chr08	12875000	0.283661	2.mid	
Chr08	12925000	0.219521	2.mid	
Chr08	12975000	0.204375	2.mid	
Chr08	13025000	0.144383	2.mid	
Chr08	13075000	0.202431	2.mid	
Chr08	13125000	0.247659	2.mid	
Chr08	13175000	0.232200	2.mid	
Chr08	13225000	0.184212	2.mid	
Chr08	13275000	0.160998	2.mid	
Chr08	13325000	0.172448	2.mid	
Chr08	13375000	0.163490	2.mid	
Chr08	13425000	0.300293	3.high	
Chr08	13475000	0.369998	3.high	
Chr08	13525000	0.247769	3.high	
Chr08	13575000	0.317838	3.high	
Chr08	13625000	0.213376	2.mid	
Chr08	13675000	0.246337	2.mid	
Chr08	13725000	0.277478	2.mid	
Chr08	13775000	0.220192	2.mid	
Chr08	13825000	0.166053	2.mid	
Chr08	13875000	0.206058	2.mid	
Chr08	13925000	0.183968	2.mid	
Chr08	13975000	0.146211	2.mid	
Chr08	14025000	0.161795	2.mid	
Chr08	14075000	0.284174	2.mid	
Chr08	14125000	0.306989	2.mid	
Chr08	14175000	0.220431	2.mid	
Chr08	14225000	0.277067	2.mid	
Chr08	14275000	0.178069	2.mid	
Chr08	14325000	0.137428	2.mid	
Chr08	14375000	0.228509	2.mid	
Chr08	14425000	0.134896	2.mid	
Chr08	14475000	0.167035	2.mid	
Chr08	14525000	0.237401	2.mid	
Chr08	14575000	0.184781	2.mid	
Chr08	14625000	0.242415	2.mid	
Chr08	14675000	0.154761	2.mid	
Chr08	14725000	0.165730	2.mid	
Chr08	14775000	0.209999	2.mid	
Chr08	14825000	0.170850	1.low	
Chr08	14875000	0.091159	1.low	
Chr08	14925000	0.137325	1.low	
Chr08	14975000	0.108213	1.low	
Chr08	15025000	0.092247	1.low	
Chr08	15075000	0.345376	2.mid	
Chr08	15125000	0.207533	2.mid	
Chr08	15175000	0.269792	2.mid	
Chr08	15225000	0.042338	2.mid	
Chr08	15275000	0.100553	2.mid	
Chr08	15325000	0.372442	3.high	
Chr08	15375000	0.171756	2.mid	
Chr08	15425000	0.133236	1.low	
Chr08	15475000	0.154644	1.low	
Chr08	15525000	0.161908	1.low	
Chr08	15625000	0.155495	1.low	
Chr08	15725000	0.131039	1.low	
Chr08	15775000	0.031416	1.low	
Chr08	15825000	0.135083	1.low	
Chr08	15875000	0.159437	1.low	
Chr08	15925000	0.134681	1.low	
Chr08	15975000	0.145939	2.mid	
Chr08	16025000	0.411855	3.high	
Chr08	16075000	0.254991	3.high	
Chr08	16125000	0.442807	3.high	
Chr08	16175000	0.181289	2.mid	
Chr08	16225000	0.247755	2.mid	
Chr08	16275000	0.113849	1.low	
Chr08	16325000	0.108284	1.low	
Chr08	16375000	0.125635	1.low	
Chr08	16425000	0.164653	1.low	
Chr08	16475000	0.165297	1.low	
Chr08	16525000	0.157246	1.low	
Chr08	16575000	0.181819	1.low	
Chr08	16625000	0.156670	1.low	
Chr08	16675000	0.210618	2.mid	
Chr08	16725000	0.173061	2.mid	
Chr08	16775000	0.355708	3.high	
Chr08	16825000	0.372767	3.high	
Chr08	16875000	0.399028	3.high	
Chr08	16925000	0.340601	3.high	
Chr08	16975000	0.141458	2.mid	
Chr08	17025000	0.139213	1.low	
Chr08	17075000	0.119007	1.low	
Chr08	17125000	0.158859	1.low	
Chr08	17175000	0.090200	1.low	
Chr08	17225000	0.146396	1.low	
Chr08	17275000	0.148068	1.low	
Chr08	17325000	0.166874	1.low	
Chr08	17375000	0.127984	1.low	
Chr08	17425000	0.176540	1.low	
Chr08	17475000	0.160116	1.low	
Chr08	17525000	0.127340	1.low	
Chr08	17575000	0.168091	1.low	
Chr08	17625000	0.196327	2.mid	
Chr08	17675000	0.259062	2.mid	
Chr08	17725000	0.218756	2.mid	
Chr08	17775000	0.268406	2.mid	
Chr08	17825000	0.263404	2.mid	
Chr08	17875000	0.144054	2.mid	
Chr08	17925000	0.379246	3.high	
Chr08	17975000	0.139904	2.mid	
Chr08	18025000	0.019046	2.mid	
Chr08	18075000	0.197607	2.mid	
Chr08	18125000	0.125790	1.low	
Chr08	18175000	0.203227	1.low	
Chr08	18225000	0.131353	1.low	
Chr08	18275000	0.119134	1.low	
Chr08	18325000	0.137448	1.low	
Chr08	18375000	0.158934	1.low	
Chr08	18425000	0.121763	1.low	
Chr08	18475000	0.285258	2.mid	
Chr08	18525000	0.270050	2.mid	
Chr08	18575000	0.137150	1.low	
Chr08	18625000	0.129574	1.low	
Chr08	18675000	0.110972	1.low	
Chr08	18725000	0.101918	1.low	
Chr08	18775000	0.079165	1.low	
Chr08	18825000	0.048106	1.low	
Chr08	18875000	0.114429	1.low	
Chr08	18925000	0.121696	1.low	
Chr08	19025000	0.230237	2.mid	
Chr08	19075000	0.208173	2.mid	
Chr08	19125000	0.141073	1.low	
Chr08	19175000	0.132358	1.low	
Chr08	19225000	0.070717	1.low	
Chr08	19275000	0.132476	1.low	
Chr08	19325000	0.235813	2.mid	
Chr08	19375000	0.110102	2.mid	
Chr08	19425000	0.284637	2.mid	
Chr09	175000	0.075854	1.low	
Chr09	225000	0.272105	2.mid	
Chr09	275000	0.152459	1.low	
Chr09	425000	0.119036	1.low	
Chr09	475000	0.118567	1.low	
Chr09	525000	0.205428	1.low	
Chr09	575000	0.096498	1.low	
Chr09	625000	0.196569	2.mid	
Chr09	675000	0.163304	2.mid	
Chr09	725000	0.169032	2.mid	
Chr09	775000	0.271212	2.mid	
Chr09	825000	0.135098	2.mid	
Chr09	875000	0.279054	2.mid	
Chr09	925000	0.323893	2.mid	
Chr09	975000	0.248134	2.mid	
Chr09	1025000	0.144091	2.mid	
Chr09	1075000	0.139258	2.mid	
Chr09	1125000	0.236651	2.mid	
Chr09	1175000	0.137597	1.low	
Chr09	1225000	0.172756	1.low	
Chr09	1275000	0.150150	1.low	
Chr09	1325000	0.162607	1.low	
Chr09	1375000	0.102941	1.low	
Chr09	1425000	0.191768	1.low	
Chr09	1475000	0.145850	1.low	
Chr09	1525000	0.241483	2.mid	
Chr09	1575000	0.147719	2.mid	
Chr09	1625000	0.105013	2.mid	
Chr09	1675000	0.305009	2.mid	
Chr09	1725000	0.238580	2.mid	
Chr09	1775000	0.306039	2.mid	
Chr09	1825000	0.248085	2.mid	
Chr09	1875000	0.195866	2.mid	
Chr09	1925000	0.226646	2.mid	
Chr09	1975000	0.173290	1.low	
Chr09	2025000	0.071906	1.low	
Chr09	2075000	0.144433	1.low	
Chr09	2125000	0.113253	1.low	
Chr09	2175000	0.306673	2.mid	
Chr09	2225000	0.174754	2.mid	
Chr09	2275000	0.209602	2.mid	
Chr09	2325000	0.214230	2.mid	
Chr09	2375000	0.151437	2.mid	
Chr09	2425000	0.249059	2.mid	
Chr09	2475000	0.232112	2.mid	
Chr09	2525000	0.157620	2.mid	
Chr09	2575000	0.316907	3.high	
Chr09	2625000	0.461579	3.high	
Chr09	2675000	0.424864	3.high	
Chr09	2725000	0.357963	3.high	
Chr09	2775000	0.343600	3.high	
Chr09	2825000	0.384872	3.high	
Chr09	2875000	0.402386	3.high	
Chr09	2925000	0.301717	2.mid	
Chr09	2975000	0.124852	1.low	
Chr09	3025000	0.140406	1.low	
Chr09	3075000	0.115929	1.low	
Chr09	3125000	0.163617	1.low	
Chr09	3175000	0.195750	2.mid	
Chr09	3225000	0.201531	2.mid	
Chr09	3275000	0.236939	2.mid	
Chr09	3325000	0.323912	2.mid	
Chr09	3375000	0.187853	2.mid	
Chr09	3425000	0.205290	2.mid	
Chr09	3475000	0.171095	2.mid	
Chr09	3525000	0.152223	2.mid	
Chr09	3575000	0.181411	2.mid	
Chr09	3625000	0.191285	2.mid	
Chr09	3675000	0.220531	2.mid	
Chr09	3725000	0.313858	2.mid	
Chr09	3775000	0.185443	2.mid	
Chr09	3825000	0.282514	3.high	
Chr09	3875000	0.329473	3.high	
Chr09	3925000	0.443373	3.high	
Chr09	3975000	0.202742	2.mid	
Chr09	4025000	0.215891	2.mid	
Chr09	4075000	0.239818	2.mid	
Chr09	4125000	0.368681	3.high	
Chr09	4175000	0.354789	3.high	
Chr09	4225000	0.313135	3.high	
Chr09	4275000	0.426623	3.high	
Chr09	4325000	0.421289	3.high	
Chr09	4375000	0.312914	3.high	
Chr09	4425000	0.290896	3.high	
Chr09	4475000	0.196330	2.mid	
Chr09	4525000	0.177599	2.mid	
Chr09	4575000	0.227421	2.mid	
Chr09	4625000	0.208703	2.mid	
Chr09	4675000	0.139170	2.mid	
Chr09	4725000	0.172820	2.mid	
Chr09	4775000	0.211284	2.mid	
Chr09	4825000	0.239441	2.mid	
Chr09	4875000	0.139675	2.mid	
Chr09	4925000	0.248646	2.mid	
Chr09	4975000	0.362877	3.high	
Chr09	5025000	0.574229	3.high	
Chr09	5075000	0.445507	3.high	
Chr09	5125000	0.349407	3.high	
Chr09	5175000	0.248794	3.high	
Chr09	5225000	0.288392	3.high	
Chr09	5275000	0.555461	3.high	
Chr09	5325000	0.367900	3.high	
Chr09	5375000	0.410335	3.high	
Chr09	5425000	0.218132	3.high	
Chr09	5475000	0.293364	3.high	
Chr09	5525000	0.392966	3.high	
Chr09	5575000	0.314757	3.high	
Chr09	5625000	0.177506	2.mid	
Chr09	5675000	0.209293	2.mid	
Chr09	5725000	0.396848	3.high	
Chr09	5775000	0.186318	2.mid	
Chr09	5825000	0.169907	2.mid	
Chr09	5875000	0.211945	2.mid	
Chr09	5925000	0.260819	2.mid	
Chr09	5975000	0.174703	2.mid	
Chr09	6025000	0.123551	1.low	
Chr09	6075000	0.151806	1.low	
Chr09	6125000	0.173750	1.low	
Chr09	6175000	0.155694	1.low	
Chr09	6225000	0.110219	1.low	
Chr09	6275000	0.193713	2.mid	
Chr09	6325000	0.195883	2.mid	
Chr09	6375000	0.219206	2.mid	
Chr09	6425000	0.163459	2.mid	
Chr09	6475000	0.232952	2.mid	
Chr09	6525000	0.166575	2.mid	
Chr09	6575000	0.173523	2.mid	
Chr09	6625000	0.162937	2.mid	
Chr09	6675000	0.189140	2.mid	
Chr09	6725000	0.183166	2.mid	
Chr09	6775000	0.182627	2.mid	
Chr09	6825000	0.162080	2.mid	
Chr09	6875000	0.190022	2.mid	
Chr09	6925000	0.189269	2.mid	
Chr09	6975000	0.162588	1.low	
Chr09	7025000	0.131960	1.low	
Chr09	7075000	0.146711	1.low	
Chr09	7125000	0.165011	1.low	
Chr09	7175000	0.194488	1.low	
Chr09	7225000	0.147365	1.low	
Chr09	7275000	0.163226	1.low	
Chr09	7325000	0.125040	1.low	
Chr09	7375000	0.165046	1.low	
Chr09	7425000	0.229141	1.low	
Chr09	7475000	0.099779	1.low	
Chr09	7525000	0.130969	1.low	
Chr09	7575000	0.346393	2.mid	
Chr09	7625000	0.112637	1.low	
Chr09	7675000	0.159562	1.low	
Chr09	7725000	0.150573	1.low	
Chr09	7775000	0.152697	1.low	
Chr09	7825000	0.167252	1.low	
Chr09	7875000	0.203956	2.mid	
Chr09	7925000	0.181026	2.mid	
Chr09	7975000	0.229262	2.mid	
Chr09	8025000	0.243318	2.mid	
Chr09	8075000	0.264227	2.mid	
Chr09	8125000	0.155868	2.mid	
Chr09	8175000	0.298963	2.mid	
Chr09	8225000	0.160088	2.mid	
Chr09	8275000	0.173464	2.mid	
Chr09	8325000	0.299182	2.mid	
Chr09	8375000	0.248277	2.mid	
Chr09	8425000	0.228745	2.mid	
Chr09	8475000	0.260428	2.mid	
Chr09	8525000	0.163471	2.mid	
Chr09	8575000	0.123783	2.mid	
Chr09	8625000	0.235997	2.mid	
Chr09	8675000	0.155412	1.low	
Chr09	8725000	0.161437	1.low	
Chr09	8775000	0.161284	1.low	
Chr09	8825000	0.134297	1.low	
Chr09	8875000	0.129811	1.low	
Chr09	8925000	0.242988	2.mid	
Chr09	8975000	0.285396	2.mid	
Chr09	9025000	0.180511	2.mid	
Chr09	9075000	0.180188	2.mid	
Chr09	9125000	0.181241	2.mid	
Chr09	9175000	0.234507	2.mid	
Chr09	9225000	0.195269	2.mid	
Chr09	9275000	0.317819	3.high	
Chr09	9325000	0.328679	3.high	
Chr09	9375000	0.200034	2.mid	
Chr09	9425000	0.184741	2.mid	
Chr09	9475000	0.187278	2.mid	
Chr09	9525000	0.187090	2.mid	
Chr09	9575000	0.209518	2.mid	
Chr09	9625000	0.209805	2.mid	
Chr09	9675000	0.165660	2.mid	
Chr09	9725000	0.200980	2.mid	
Chr09	9775000	0.187219	2.mid	
Chr09	9825000	0.175986	2.mid	
Chr09	9875000	0.178202	2.mid	
Chr09	9925000	0.146616	2.mid	
Chr09	9975000	0.248610	2.mid	
Chr09	10025000	0.273168	2.mid	
Chr09	10075000	0.215448	2.mid	
Chr09	10125000	0.156917	2.mid	
Chr09	10175000	0.231853	2.mid	
Chr09	10225000	0.185498	2.mid	
Chr09	10275000	0.165209	1.low	
Chr09	10325000	0.129127	1.low	
Chr09	10375000	0.146539	1.low	
Chr09	10425000	0.159208	1.low	
Chr09	10475000	0.196667	1.low	
Chr09	10525000	0.137258	1.low	
Chr09	10575000	0.114135	1.low	
Chr09	10625000	0.130271	1.low	
Chr09	10675000	0.154549	1.low	
Chr09	10725000	0.209164	2.mid	
Chr09	10775000	0.149762	2.mid	
Chr09	10825000	0.199058	2.mid	
Chr09	10875000	0.314312	3.high	
Chr09	10925000	0.308169	3.high	
Chr09	10975000	0.238246	2.mid	
Chr09	11025000	0.210461	2.mid	
Chr09	11075000	0.127192	1.low	
Chr09	11125000	0.146651	1.low	
Chr09	11175000	0.173886	1.low	
Chr09	11225000	0.133894	1.low	
Chr09	11275000	0.185510	1.low	
Chr09	11325000	0.067441	1.low	
Chr09	11375000	0.133929	1.low	
Chr09	11425000	0.188605	2.mid	
Chr09	11475000	0.160502	2.mid	
Chr09	11525000	0.297785	2.mid	
Chr09	11575000	0.250995	2.mid	
