region	chr	midPos	Nsites
(13702880,13706127)(47103974,47138447)(47100000,47150000)	scaffold_1150	47125000	3249	0.122317
(13706128,13714386)(47150653,47199570)(47150000,47200000)	scaffold_1150	47175000	8260	0.119406
(13714387,13739485)(47201922,47248906)(47200000,47250000)	scaffold_1150	47225000	25100	0.105855
(13739486,13746725)(47254548,47299999)(47250000,47300000)	scaffold_1150	47275000	7241	0.068513
(13746726,13752090)(47300000,47349999)(47300000,47350000)	scaffold_1150	47325000	5366	0.091339
(13752091,13770625)(47350002,47399999)(47350000,47400000)	scaffold_1150	47375000	18536	0.150750
(13770626,13803539)(47400000,47449999)(47400000,47450000)	scaffold_1150	47425000	32915	0.131252
(13803540,13818287)(47450000,47499999)(47450000,47500000)	scaffold_1150	47475000	14749	0.095767
(13818288,13822043)(47500000,47512524)(47500000,47550000)	scaffold_1150	47525000	3757	0.135730
(13822044,13828228)(47550464,47599477)(47550000,47600000)	scaffold_1150	47575000	6186	0.169731
(13828229,13834900)(47600297,47636332)(47600000,47650000)	scaffold_1150	47625000	6673	0.174505
(13834901,13840296)(47655848,47688462)(47650000,47700000)	scaffold_1150	47675000	5397	0.127383
(13840297,13840588)(47720551,47741748)(47700000,47750000)	scaffold_1150	47725000	293	0.132401
(13840589,13842909)(47762167,47798968)(47750000,47800000)	scaffold_1150	47775000	2322	0.142315
(13842910,13846321)(47803044,47826168)(47800000,47850000)	scaffold_1150	47825000	3413	0.141188
(13846322,13857187)(47864457,47899999)(47850000,47900000)	scaffold_1150	47875000	10867	0.154222
(13857188,13864142)(47900000,47947767)(47900000,47950000)	scaffold_1150	47925000	6956	0.134444
(13864143,13867846)(47951594,47999780)(47950000,48000000)	scaffold_1150	47975000	3705	0.129877
(13867847,13868393)(48006234,48023726)(48000000,48050000)	scaffold_1150	48025000	548	0.232987
(13868394,13872163)(48053080,48099561)(48050000,48100000)	scaffold_1150	48075000	3771	0.134224
(13872164,13873942)(48100309,48149999)(48100000,48150000)	scaffold_1150	48125000	1780	0.210505
(13873943,13876969)(48150000,48190072)(48150000,48200000)	scaffold_1150	48175000	3028	0.108557
(13876970,13885189)(48208570,48236173)(48200000,48250000)	scaffold_1150	48225000	8221	0.087293
(13885190,13897468)(48250026,48298082)(48250000,48300000)	scaffold_1150	48275000	12280	0.205232
(13897469,13922344)(48301229,48349999)(48300000,48350000)	scaffold_1150	48325000	24877	0.249170
(13922345,13931914)(48350000,48396760)(48350000,48400000)	scaffold_1150	48375000	9571	0.163165
(13931915,13945766)(48400006,48445928)(48400000,48450000)	scaffold_1150	48425000	13853	0.136104
(13945767,13952448)(48456829,48488384)(48450000,48500000)	scaffold_1150	48475000	6683	0.126326
(13952449,13962893)(48507805,48549977)(48500000,48550000)	scaffold_1150	48525000	10446	0.078878
(13962894,13968659)(48552496,48586353)(48550000,48600000)	scaffold_1150	48575000	5767	0.114741
(13968660,13970189)(48658386,48695611)(48650000,48700000)	scaffold_1150	48675000	1531	0.129182
(13970190,13980165)(48717030,48748656)(48700000,48750000)	scaffold_1150	48725000	9977	0.171895
(13980166,13995323)(48750765,48799962)(48750000,48800000)	scaffold_1150	48775000	15159	0.238972
(13995324,14025383)(48800151,48849999)(48800000,48850000)	scaffold_1150	48825000	30061	0.162746
(14025384,14049293)(48850000,48899998)(48850000,48900000)	scaffold_1150	48875000	23911	0.177275
(14049294,14067578)(48900001,48949616)(48900000,48950000)	scaffold_1150	48925000	18286	0.155238
(14067579,14082929)(48950868,48999999)(48950000,49000000)	scaffold_1150	48975000	15352	0.204881
(14082930,14117066)(49000000,49049999)(49000000,49050000)	scaffold_1150	49025000	34138	0.180581
(14117067,14139648)(49050000,49099999)(49050000,49100000)	scaffold_1150	49075000	22583	0.128809
(14139649,14152088)(49100000,49149906)(49100000,49150000)	scaffold_1150	49125000	12441	0.178805
(14152089,14182570)(49151928,49199999)(49150000,49200000)	scaffold_1150	49175000	30483	0.112599
(14182571,14192733)(49200000,49249713)(49200000,49250000)	scaffold_1150	49225000	10164	0.124117
(14192734,14194909)(49255060,49273156)(49250000,49300000)	scaffold_1150	49275000	2177	0.095894
(14194910,14204593)(49305023,49343125)(49300000,49350000)	scaffold_1150	49325000	9685	0.089474
(14204594,14230628)(49351941,49399999)(49350000,49400000)	scaffold_1150	49375000	26036	0.155945
(14230629,14250026)(49400000,49449999)(49400000,49450000)	scaffold_1150	49425000	19399	0.208451
(14250027,14266615)(49450000,49499999)(49450000,49500000)	scaffold_1150	49475000	16590	0.145661
(14266616,14285567)(49500000,49549999)(49500000,49550000)	scaffold_1150	49525000	18953	0.135161
(14285568,14293035)(49550000,49599777)(49550000,49600000)	scaffold_1150	49575000	7469	0.134985
(14293036,14299735)(49600681,49642163)(49600000,49650000)	scaffold_1150	49625000	6701	0.126240
(14299736,14306857)(49668007,49699744)(49650000,49700000)	scaffold_1150	49675000	7123	0.084725
(14306858,14322380)(49700475,49749768)(49700000,49750000)	scaffold_1150	49725000	15524	0.158618
(14322381,14337916)(49750001,49799153)(49750000,49800000)	scaffold_1150	49775000	15537	0.146782
(14337917,14355429)(49804519,49849880)(49800000,49850000)	scaffold_1150	49825000	17514	0.123284
(14355430,14369348)(49850420,49899999)(49850000,49900000)	scaffold_1150	49875000	13920	0.150727
(14369349,14395744)(49900000,49948203)(49900000,49950000)	scaffold_1150	49925000	26397	0.092438
(14395745,14403074)(49951957,49999230)(49950000,50000000)	scaffold_1150	49975000	7331	0.114731
(14403075,14431512)(50000562,50049788)(50000000,50050000)	scaffold_1150	50025000	28439	0.071619
(14431513,14455187)(50050249,50098580)(50050000,50100000)	scaffold_1150	50075000	23676	0.076982
(14455188,14477753)(50101820,50149999)(50100000,50150000)	scaffold_1150	50125000	22567	0.124851
(14477754,14498308)(50150000,50199999)(50150000,50200000)	scaffold_1150	50175000	20556	0.115759
(14498309,14531993)(50200000,50246171)(50200000,50250000)	scaffold_1150	50225000	33686	0.116154
(14531994,14562635)(50250758,50297224)(50250000,50300000)	scaffold_1150	50275000	30643	0.145247
(14562636,14579103)(50300187,50348455)(50300000,50350000)	scaffold_1150	50325000	16469	0.096844
(14579104,14600399)(50353757,50399999)(50350000,50400000)	scaffold_1150	50375000	21297	0.291813
(14600400,14616965)(50400000,50440197)(50400000,50450000)	scaffold_1150	50425000	16567	0.356216
(4676,7455)(74657,93825)(50000,100000)	scaffold_116	75000	2781	0.108457
(7970,20564)(50096,95101)(50000,100000)	scaffold_119	75000	12596	0.104333
(21368,48497)(52315,99999)(50000,100000)	scaffold_1204	75000	27131	0.170173
(48498,70966)(100000,149896)(100000,150000)	scaffold_1204	125000	22470	0.276743
(70967,98567)(150157,199999)(150000,200000)	scaffold_1204	175000	27602	0.272483
(98568,123850)(200000,249999)(200000,250000)	scaffold_1204	225000	25284	0.170620
(123851,155204)(250000,299999)(250000,300000)	scaffold_1204	275000	31355	0.150995
(155205,183479)(300000,349949)(300000,350000)	scaffold_1204	325000	28276	0.103482
(183480,218205)(350744,399999)(350000,400000)	scaffold_1204	375000	34727	0.081422
(218206,239744)(400000,449961)(400000,450000)	scaffold_1204	425000	21540	0.110854
(239745,261716)(450008,499999)(450000,500000)	scaffold_1204	475000	21973	0.073014
(261717,281886)(500000,549999)(500000,550000)	scaffold_1204	525000	20171	0.097165
(281887,311972)(550000,599999)(550000,600000)	scaffold_1204	575000	30087	0.095910
(311973,338024)(600000,649999)(600000,650000)	scaffold_1204	625000	26053	0.148986
(338025,364851)(650000,699999)(650000,700000)	scaffold_1204	675000	26828	0.093099
(364852,390896)(700000,749923)(700000,750000)	scaffold_1204	725000	26046	0.132799
(390897,417004)(750021,799877)(750000,800000)	scaffold_1204	775000	26109	0.150074
(417005,444190)(801924,849999)(800000,850000)	scaffold_1204	825000	27187	0.138872
(444191,468972)(850000,896756)(850000,900000)	scaffold_1204	875000	24783	0.095359
(468973,496084)(900056,949236)(900000,950000)	scaffold_1204	925000	27113	0.142863
(496085,517958)(952876,998738)(950000,1000000)	scaffold_1204	975000	21875	0.134979
(517959,538360)(1000139,1049999)(1000000,1050000)	scaffold_1204	1025000	20403	0.187220
(538361,564363)(1050000,1099999)(1050000,1100000)	scaffold_1204	1075000	26004	0.142206
(564364,591935)(1100000,1149999)(1100000,1150000)	scaffold_1204	1125000	27573	0.283991
(591936,615184)(1150000,1199999)(1150000,1200000)	scaffold_1204	1175000	23250	0.231354
(615185,638553)(1200000,1249999)(1200000,1250000)	scaffold_1204	1225000	23370	0.184622
(638554,660974)(1250000,1299302)(1250000,1300000)	scaffold_1204	1275000	22422	0.254810
(660975,683626)(1300234,1349999)(1300000,1350000)	scaffold_1204	1325000	22653	0.301708
(683627,704951)(1350000,1399999)(1350000,1400000)	scaffold_1204	1375000	21326	0.188830
(704952,734741)(1400000,1449921)(1400000,1450000)	scaffold_1204	1425000	29791	0.180802
(734742,758114)(1450463,1499999)(1450000,1500000)	scaffold_1204	1475000	23374	0.128937
(758115,776098)(1500000,1549503)(1500000,1550000)	scaffold_1204	1525000	17985	0.192442
(776099,798012)(1551494,1598515)(1550000,1600000)	scaffold_1204	1575000	21915	0.324775
(798013,801174)(1604261,1649999)(1600000,1650000)	scaffold_1204	1625000	3163	0.106341
(801175,805615)(1650000,1695594)(1650000,1700000)	scaffold_1204	1675000	4442	0.244727
(805616,823872)(1705617,1749792)(1700000,1750000)	scaffold_1204	1725000	18258	0.226501
(823873,857063)(1750140,1797685)(1750000,1800000)	scaffold_1204	1775000	33192	0.110414
(857064,878772)(1800864,1845687)(1800000,1850000)	scaffold_1204	1825000	21710	0.188678
(878773,904073)(1852726,1899999)(1850000,1900000)	scaffold_1204	1875000	25302	0.291655
(904074,929096)(1900000,1946802)(1900000,1950000)	scaffold_1204	1925000	25024	0.227254
(929097,962944)(1950989,1999999)(1950000,2000000)	scaffold_1204	1975000	33849	0.219047
(962945,987381)(2000000,2049999)(2000000,2050000)	scaffold_1204	2025000	24438	0.271544
(987382,1012172)(2050000,2099999)(2050000,2100000)	scaffold_1204	2075000	24792	0.387997
(1012173,1034076)(2100000,2146275)(2100000,2150000)	scaffold_1204	2125000	21905	0.308482
(1034077,1055083)(2152298,2199355)(2150000,2200000)	scaffold_1204	2175000	21008	0.365542
(1055084,1080481)(2200998,2249999)(2200000,2250000)	scaffold_1204	2225000	25399	0.199341
(1080482,1108905)(2250000,2299999)(2250000,2300000)	scaffold_1204	2275000	28425	0.287290
(1108906,1139830)(2300000,2349999)(2300000,2350000)	scaffold_1204	2325000	30926	0.284697
(1139831,1169877)(2350000,2399142)(2350000,2400000)	scaffold_1204	2375000	30048	0.276029
(1169878,1190756)(2400878,2449999)(2400000,2450000)	scaffold_1204	2425000	20880	0.225972
(1190757,1207658)(2450000,2499999)(2450000,2500000)	scaffold_1204	2475000	16903	0.222274
(1207659,1225504)(2500000,2549373)(2500000,2550000)	scaffold_1204	2525000	17847	0.220810
(1225505,1260120)(2550425,2599999)(2550000,2600000)	scaffold_1204	2575000	34617	0.174013
(1260121,1288462)(2600000,2649999)(2600000,2650000)	scaffold_1204	2625000	28343	0.352391
(1288463,1316106)(2650000,2698218)(2650000,2700000)	scaffold_1204	2675000	27645	0.254171
(1316107,1340740)(2700202,2749999)(2700000,2750000)	scaffold_1204	2725000	24635	0.207548
(1340741,1361967)(2750000,2795924)(2750000,2800000)	scaffold_1204	2775000	21228	0.239707
(1361968,1384817)(2801972,2849999)(2800000,2850000)	scaffold_1204	2825000	22851	0.526712
(1384818,1419946)(2850000,2899999)(2850000,2900000)	scaffold_1204	2875000	35130	0.419761
(1419947,1442460)(2900000,2949999)(2900000,2950000)	scaffold_1204	2925000	22515	0.467255
(1442461,1460212)(2950000,2999999)(2950000,3000000)	scaffold_1204	2975000	17753	0.237004
(1460213,1481407)(3000000,3049999)(3000000,3050000)	scaffold_1204	3025000	21196	0.272078
(1481408,1507654)(3050000,3097452)(3050000,3100000)	scaffold_1204	3075000	26248	0.199091
(1507655,1535791)(3102000,3146164)(3100000,3150000)	scaffold_1204	3125000	28138	0.305264
(1535792,1554882)(3150194,3199999)(3150000,3200000)	scaffold_1204	3175000	19092	0.314211
(1554883,1578257)(3200000,3249999)(3200000,3250000)	scaffold_1204	3225000	23376	0.320584
(1578258,1606383)(3250000,3299999)(3250000,3300000)	scaffold_1204	3275000	28127	0.296615
(1606384,1629820)(3300000,3349876)(3300000,3350000)	scaffold_1204	3325000	23438	0.172979
(1629821,1650410)(3352301,3395988)(3350000,3400000)	scaffold_1204	3375000	20591	0.193813
(1650411,1673798)(3403431,3444061)(3400000,3450000)	scaffold_1204	3425000	23389	0.226439
(1673799,1697048)(3451366,3499999)(3450000,3500000)	scaffold_1204	3475000	23251	0.202027
(1697049,1725738)(3500000,3549843)(3500000,3550000)	scaffold_1204	3525000	28691	0.205197
(1725739,1748290)(3550967,3599876)(3550000,3600000)	scaffold_1204	3575000	22553	0.184430
(1748291,1762708)(3600798,3649999)(3600000,3650000)	scaffold_1204	3625000	14419	0.188838
(1762709,1790517)(3650000,3696549)(3650000,3700000)	scaffold_1204	3675000	27810	0.315606
(1790518,1814762)(3705449,3749999)(3700000,3750000)	scaffold_1204	3725000	24246	0.296133
(1814763,1838278)(3750000,3799999)(3750000,3800000)	scaffold_1204	3775000	23517	0.194017
(1838279,1857342)(3800000,3849999)(3800000,3850000)	scaffold_1204	3825000	19065	0.263027
(1857343,1872366)(3850000,3899999)(3850000,3900000)	scaffold_1204	3875000	15025	0.348732
(1872367,1897510)(3900000,3949999)(3900000,3950000)	scaffold_1204	3925000	25145	0.303095
(1897511,1925118)(3950000,3999772)(3950000,4000000)	scaffold_1204	3975000	27609	0.232752
(1925119,1950785)(4000138,4049999)(4000000,4050000)	scaffold_1204	4025000	25668	0.115273
(1950786,1973065)(4050000,4099999)(4050000,4100000)	scaffold_1204	4075000	22281	0.277405
(1973066,1999731)(4100000,4149999)(4100000,4150000)	scaffold_1204	4125000	26667	0.198605
(1999732,2026994)(4150000,4199999)(4150000,4200000)	scaffold_1204	4175000	27264	0.269054
(2026995,2056672)(4200000,4249999)(4200000,4250000)	scaffold_1204	4225000	29679	0.165414
(2056673,2077092)(4250000,4297089)(4250000,4300000)	scaffold_1204	4275000	20421	0.152424
(2077093,2096162)(4303637,4349999)(4300000,4350000)	scaffold_1204	4325000	19071	0.154299
(2096163,2125064)(4350000,4399778)(4350000,4400000)	scaffold_1204	4375000	28903	0.143498
(2125065,2140551)(4401028,4449174)(4400000,4450000)	scaffold_1204	4425000	15488	0.244056
(2140552,2164077)(4450198,4499682)(4450000,4500000)	scaffold_1204	4475000	23527	0.233605
(2164078,2193388)(4501852,4549999)(4500000,4550000)	scaffold_1204	4525000	29312	0.250037
(2193389,2220347)(4550000,4598014)(4550000,4600000)	scaffold_1204	4575000	26960	0.224826
(2220348,2241460)(4602488,4643495)(4600000,4650000)	scaffold_1204	4625000	21114	0.266160
(2241461,2264989)(4650095,4699999)(4650000,4700000)	scaffold_1204	4675000	23530	0.255775
(2264990,2291485)(4700000,4747401)(4700000,4750000)	scaffold_1204	4725000	26497	0.272311
(2291486,2309557)(4750178,4799883)(4750000,4800000)	scaffold_1204	4775000	18073	0.169067
(2309558,2330160)(4800104,4849999)(4800000,4850000)	scaffold_1204	4825000	20604	0.194230
(2330161,2350416)(4850000,4899999)(4850000,4900000)	scaffold_1204	4875000	20257	0.173280
(2350417,2377321)(4900000,4949055)(4900000,4950000)	scaffold_1204	4925000	26906	0.194633
(2377322,2400143)(4950552,4999762)(4950000,5000000)	scaffold_1204	4975000	22823	0.111423
(2400144,2410520)(5002042,5049999)(5000000,5050000)	scaffold_1204	5025000	10378	0.378540
(2410521,2438576)(5050000,5099055)(5050000,5100000)	scaffold_1204	5075000	28057	0.201927
(2438577,2450614)(5100429,5149999)(5100000,5150000)	scaffold_1204	5125000	12039	0.225541
(2450615,2475120)(5150000,5198778)(5150000,5200000)	scaffold_1204	5175000	24507	0.279993
(2475121,2500144)(5200133,5248179)(5200000,5250000)	scaffold_1204	5225000	25025	0.114423
(2500145,2513306)(5250274,5299061)(5250000,5300000)	scaffold_1204	5275000	13163	0.173542
(2513307,2538444)(5304753,5349999)(5300000,5350000)	scaffold_1204	5325000	25139	0.214042
(2538445,2572093)(5350000,5399999)(5350000,5400000)	scaffold_1204	5375000	33650	0.153400
(2572094,2599158)(5400000,5446929)(5400000,5450000)	scaffold_1204	5425000	27066	0.173951
(2599159,2629633)(5451635,5499701)(5450000,5500000)	scaffold_1204	5475000	30476	0.136675
(2629634,2645001)(5501111,5549999)(5500000,5550000)	scaffold_1204	5525000	15369	0.151044
(2645002,2672802)(5550000,5599999)(5550000,5600000)	scaffold_1204	5575000	27802	0.224506
(2672803,2693298)(5600000,5647658)(5600000,5650000)	scaffold_1204	5625000	20497	0.189438
(2693299,2725100)(5651015,5697591)(5650000,5700000)	scaffold_1204	5675000	31803	0.217148
(2725101,2742969)(5701409,5747820)(5700000,5750000)	scaffold_1204	5725000	17870	0.144567
(2742970,2761726)(5751061,5799999)(5750000,5800000)	scaffold_1204	5775000	18758	0.150185
(2761727,2782839)(5800000,5849999)(5800000,5850000)	scaffold_1204	5825000	21114	0.179962
(2782840,2807005)(5850000,5899999)(5850000,5900000)	scaffold_1204	5875000	24167	0.202502
(2807006,2838299)(5900000,5949999)(5900000,5950000)	scaffold_1204	5925000	31295	0.180297
(2838300,2861210)(5950000,5999999)(5950000,6000000)	scaffold_1204	5975000	22912	0.198385
(2861211,2875649)(6000000,6049999)(6000000,6050000)	scaffold_1204	6025000	14440	0.140007
(2875650,2889887)(6050000,6099999)(6050000,6100000)	scaffold_1204	6075000	14239	0.099383
(2889888,2910599)(6100000,6144845)(6100000,6150000)	scaffold_1204	6125000	20713	0.250184
(2910600,2933397)(6151122,6199999)(6150000,6200000)	scaffold_1204	6175000	22799	0.337886
(2933398,2952214)(6200000,6249696)(6200000,6250000)	scaffold_1204	6225000	18818	0.527037
(2952215,2967911)(6252623,6295940)(6250000,6300000)	scaffold_1204	6275000	15698	0.151006
(2967912,2995775)(6300132,6349999)(6300000,6350000)	scaffold_1204	6325000	27865	0.154622
(2995776,3023548)(6350000,6397432)(6350000,6400000)	scaffold_1204	6375000	27774	0.221568
(3023549,3050962)(6400768,6449232)(6400000,6450000)	scaffold_1204	6425000	27415	0.380124
(3050963,3076256)(6452748,6499999)(6450000,6500000)	scaffold_1204	6475000	25295	0.310065
(3076257,3104391)(6500000,6549039)(6500000,6550000)	scaffold_1204	6525000	28136	0.264874
(3104392,3122468)(6551948,6599999)(6550000,6600000)	scaffold_1204	6575000	18078	0.225208
(3122469,3145980)(6600000,6649999)(6600000,6650000)	scaffold_1204	6625000	23513	0.136097
(3145981,3166773)(6650000,6699999)(6650000,6700000)	scaffold_1204	6675000	20794	0.152920
(3166774,3184816)(6700000,6748891)(6700000,6750000)	scaffold_1204	6725000	18044	0.209700
(3184817,3201366)(6750811,6799736)(6750000,6800000)	scaffold_1204	6775000	16551	0.139074
(3201367,3219044)(6800079,6849999)(6800000,6850000)	scaffold_1204	6825000	17679	0.310435
(3219045,3241332)(6850000,6899999)(6850000,6900000)	scaffold_1204	6875000	22289	0.285992
(3241333,3253173)(6900000,6938343)(6900000,6950000)	scaffold_1204	6925000	11842	0.296882
(3253174,3272923)(6952588,6999377)(6950000,7000000)	scaffold_1204	6975000	19751	0.205418
(3272924,3298030)(7000440,7049965)(7000000,7050000)	scaffold_1204	7025000	25108	0.217582
(3298031,3318970)(7050526,7097737)(7050000,7100000)	scaffold_1204	7075000	20941	0.339606
(3318971,3332857)(7103261,7147163)(7100000,7150000)	scaffold_1204	7125000	13888	0.241168
(3332858,3357362)(7150550,7199999)(7150000,7200000)	scaffold_1204	7175000	24506	0.272103
(3357363,3377731)(7200000,7248742)(7200000,7250000)	scaffold_1204	7225000	20370	0.179488
(3377732,3403014)(7252204,7299999)(7250000,7300000)	scaffold_1204	7275000	25284	0.222398
(3403015,3421215)(7300000,7349999)(7300000,7350000)	scaffold_1204	7325000	18202	0.181989
(3421216,3437923)(7350000,7399669)(7350000,7400000)	scaffold_1204	7375000	16709	0.193002
(3437924,3458192)(7400237,7445726)(7400000,7450000)	scaffold_1204	7425000	20270	0.112995
(3458193,3476898)(7450103,7499456)(7450000,7500000)	scaffold_1204	7475000	18707	0.166898
(3476899,3508053)(7500004,7549999)(7500000,7550000)	scaffold_1204	7525000	31156	0.148993
(3508054,3531892)(7550000,7597263)(7550000,7600000)	scaffold_1204	7575000	23840	0.152869
(3531893,3552688)(7600801,7647464)(7600000,7650000)	scaffold_1204	7625000	20797	0.157499
(3552689,3563127)(7654328,7698422)(7650000,7700000)	scaffold_1204	7675000	10440	0.257122
(3563128,3591199)(7700976,7749999)(7700000,7750000)	scaffold_1204	7725000	28073	0.088587
(3591200,3621096)(7750000,7799958)(7750000,7800000)	scaffold_1204	7775000	29898	0.278761
(3621097,3641229)(7800021,7847403)(7800000,7850000)	scaffold_1204	7825000	20134	0.256444
(3641230,3671864)(7850803,7899990)(7850000,7900000)	scaffold_1204	7875000	30636	0.309031
(3671865,3693023)(7900244,7949757)(7900000,7950000)	scaffold_1204	7925000	21160	0.406637
(3693024,3707197)(7953850,7999474)(7950000,8000000)	scaffold_1204	7975000	14175	0.303761
(3707198,3737005)(8001497,8049999)(8000000,8050000)	scaffold_1204	8025000	29809	0.443656
(3737006,3752916)(8050000,8095642)(8050000,8100000)	scaffold_1204	8075000	15912	0.364770
(3752917,3779050)(8100352,8149999)(8100000,8150000)	scaffold_1204	8125000	26135	0.402086
(3779051,3820945)(8150000,8199999)(8150000,8200000)	scaffold_1204	8175000	41896	0.432929
(3820946,3857280)(8200000,8246406)(8200000,8250000)	scaffold_1204	8225000	36336	0.559671
(3857281,3868442)(8255991,8298722)(8250000,8300000)	scaffold_1204	8275000	11163	0.271517
(3868443,3886257)(8301458,8349800)(8300000,8350000)	scaffold_1204	8325000	17816	0.432004
(3886258,3907382)(8350165,8399999)(8350000,8400000)	scaffold_1204	8375000	21126	0.466611
(3907383,3932789)(8400000,8449995)(8400000,8450000)	scaffold_1204	8425000	25408	0.255006
(3932790,3949777)(8451028,8499951)(8450000,8500000)	scaffold_1204	8475000	16989	0.361189
(3949778,3970993)(8500148,8549999)(8500000,8550000)	scaffold_1204	8525000	21217	0.459585
(3970994,3985224)(8550000,8595046)(8550000,8600000)	scaffold_1204	8575000	14232	0.484315
(3985225,4005418)(8600272,8648353)(8600000,8650000)	scaffold_1204	8625000	20195	0.368701
(4005419,4022209)(8651133,8699942)(8650000,8700000)	scaffold_1204	8675000	16792	0.231655
(4022210,4045447)(8700183,8749892)(8700000,8750000)	scaffold_1204	8725000	23239	0.238121
(4045448,4057044)(8750042,8771920)(8750000,8800000)	scaffold_1204	8775000	11598	0.218602
(4057045,4082826)(8802278,8849999)(8800000,8850000)	scaffold_1204	8825000	25783	0.209025
(4082827,4106658)(8850000,8897756)(8850000,8900000)	scaffold_1204	8875000	23833	0.173729
(4106659,4124078)(8903305,8949538)(8900000,8950000)	scaffold_1204	8925000	17421	0.277021
(4124079,4140212)(8954220,8999999)(8950000,9000000)	scaffold_1204	8975000	16135	0.174653
(4140213,4162938)(9000000,9049396)(9000000,9050000)	scaffold_1204	9025000	22727	0.211481
(4162939,4181658)(9050117,9099772)(9050000,9100000)	scaffold_1204	9075000	18721	0.258947
(4181659,4200345)(9100422,9149999)(9100000,9150000)	scaffold_1204	9125000	18688	0.174817
(4200346,4214628)(9150000,9195928)(9150000,9200000)	scaffold_1204	9175000	14284	0.135132
(4214629,4237192)(9203392,9249999)(9200000,9250000)	scaffold_1204	9225000	22565	0.125846
(4237193,4257275)(9250000,9298885)(9250000,9300000)	scaffold_1204	9275000	20084	0.127681
(4257276,4281033)(9303963,9348824)(9300000,9350000)	scaffold_1204	9325000	23759	0.180942
(4281034,4306110)(9350393,9399999)(9350000,9400000)	scaffold_1204	9375000	25078	0.199227
(4306111,4326423)(9400000,9449999)(9400000,9450000)	scaffold_1204	9425000	20314	0.223805
(4326424,4350023)(9450000,9499999)(9450000,9500000)	scaffold_1204	9475000	23601	0.149529
(4350024,4375714)(9500000,9549536)(9500000,9550000)	scaffold_1204	9525000	25692	0.196229
(4375715,4400797)(9552932,9599091)(9550000,9600000)	scaffold_1204	9575000	25084	0.117921
(4400798,4421457)(9600042,9649999)(9600000,9650000)	scaffold_1204	9625000	20661	0.274408
(4421458,4445623)(9650000,9699999)(9650000,9700000)	scaffold_1204	9675000	24167	0.156363
(4445624,4462803)(9700000,9749999)(9700000,9750000)	scaffold_1204	9725000	17181	0.207745
(4462804,4483967)(9750000,9797571)(9750000,9800000)	scaffold_1204	9775000	21165	0.141010
(4483968,4513085)(9800836,9849907)(9800000,9850000)	scaffold_1204	9825000	29119	0.286611
(4513086,4538819)(9850168,9898789)(9850000,9900000)	scaffold_1204	9875000	25735	0.176251
(4538820,4558059)(9901102,9946968)(9900000,9950000)	scaffold_1204	9925000	19241	0.183324
(4558060,4568677)(9950327,9987621)(9950000,10000000)	scaffold_1204	9975000	10619	0.172681
(4568678,4599341)(10000235,10049999)(10000000,10050000)	scaffold_1204	10025000	30665	0.134190
(4599342,4620576)(10050000,10099725)(10050000,10100000)	scaffold_1204	10075000	21236	0.233122
(4620577,4643428)(10100070,10149999)(10100000,10150000)	scaffold_1204	10125000	22853	0.121972
(4643429,4670491)(10150000,10199007)(10150000,10200000)	scaffold_1204	10175000	27064	0.135395
(4670492,4692919)(10200473,10249710)(10200000,10250000)	scaffold_1204	10225000	22429	0.118258
(4692920,4710584)(10252754,10299997)(10250000,10300000)	scaffold_1204	10275000	17666	0.176694
(4710585,4735311)(10300830,10349999)(10300000,10350000)	scaffold_1204	10325000	24728	0.142650
(4735312,4757846)(10350000,10399788)(10350000,10400000)	scaffold_1204	10375000	22536	0.205127
(4757847,4777740)(10400003,10449119)(10400000,10450000)	scaffold_1204	10425000	19895	0.171586
(4777741,4804831)(10452378,10499999)(10450000,10500000)	scaffold_1204	10475000	27092	0.219639
(4804832,4824265)(10500000,10549079)(10500000,10550000)	scaffold_1204	10525000	19435	0.269764
(4824266,4844115)(10552003,10599330)(10550000,10600000)	scaffold_1204	10575000	19851	0.193447
(4844116,4869587)(10602462,10647488)(10600000,10650000)	scaffold_1204	10625000	25473	0.344159
(4869588,4885485)(10650917,10699878)(10650000,10700000)	scaffold_1204	10675000	15899	0.302883
(4885486,4901071)(10700322,10744920)(10700000,10750000)	scaffold_1204	10725000	15587	0.154880
(4901072,4919107)(10750555,10798519)(10750000,10800000)	scaffold_1204	10775000	18037	0.260303
(4919108,4937625)(10803577,10849999)(10800000,10850000)	scaffold_1204	10825000	18519	0.210428
(4937626,4966960)(10850000,10899999)(10850000,10900000)	scaffold_1204	10875000	29336	0.173422
(4966961,4992493)(10900000,10949999)(10900000,10950000)	scaffold_1204	10925000	25534	0.218305
(4992494,4999118)(10950000,10999999)(10950000,11000000)	scaffold_1204	10975000	6626	0.330030
(4999119,5014962)(11000000,11046689)(11000000,11050000)	scaffold_1204	11025000	15845	0.263051
(5014963,5038366)(11050341,11099999)(11050000,11100000)	scaffold_1204	11075000	23405	0.311771
(5038367,5060241)(11100000,11146971)(11100000,11150000)	scaffold_1204	11125000	21876	0.339056
(5060242,5091009)(11150421,11198736)(11150000,11200000)	scaffold_1204	11175000	30769	0.282232
(5091010,5091792)(11209314,11217266)(11200000,11250000)	scaffold_1204	11225000	784	0.209233
(5091793,5093183)(11259749,11296444)(11250000,11300000)	scaffold_1204	11275000	1392	0.093144
(5093184,5098065)(11302259,11348509)(11300000,11350000)	scaffold_1204	11325000	4883	0.209395
(5098066,5119564)(11353542,11393311)(11350000,11400000)	scaffold_1204	11375000	21500	0.389689
